sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
5519,100427,Borsos Benõné,Borsos Benõné,6033,Városföld,Felszabadulás út 50.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,100428,Bosánszki Zsolt,Bosánszki Zsolt,6640,Csongrád,Síp u.18,30/534-2302,,,,,0,,1091,,58030611226,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5521,100429,Kovács Károly ALajos,Kovács Károly Alajos,6111,Gátér,Tanya 13.,20/9276-611,kovács meghalt,,,,0,,,,78660148123,,,,,0,,,,,,0,,,,,,1910370,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5522,100430,BOSCH Kovács Árpád,BOSCH Kovács Árpád,6320,Solt,Nefelejcsu.38.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,100431,Fehér Mihály,Fehér Mihály,2711,Tápiószentmárton,Mátyás Kir.u.31/a,30/859-3200,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5524,100432,Bovimex Bt,Bovimex Bt,8000,Székesfehérvár,Btky Zs.u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,100433,Bozó László Imre,Bozó László Imre,6646,Tömörkény,Kossuth Lajos,,,,,,0,,,,76087554126,,,,,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5526,100434,Bozó Illés,Bozó Illés,6646,Tömörkény,Kossuth u.40.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,100435,Bozó Imre,Bozó Imre,6066,Tiszaalpár,Vasút k. .27.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,100436,Bozó Krisztián,Bozó Krisztián,6646,Tömörkény,József A. u. 1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,100437,Bozó Sándor,Bozó Sándor,6646,Tömörkény,Kossuth u. 13.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,100438,Bozori András,Bozori András,2859,Vérteskethely,Kossuth u.14.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,100439,Bózsik István,Bózsik István,2371,Dabas,Zrinyi u 23,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,100440,Bózsik József,Bózsik József,2371,Dabas,Zrinyi u 19,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,100441,Bozsik László,Bozsik László,6033,Városföld,Petõfi tér 4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,100442,Börcsök Farm "97 Kft,Börcsök Farm "97 Kft.,6782,Mórahalom,Munkacsi u.1,70/315-1231,,,,,0,,,,,,,,,0,,,,Börcsök András,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5535,100443,Börönde Ferenc,Börönde Ferenc,6034,Helvécia,Köncsög 31.,20/250-6517,,,,,0,,,,78668263123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,100444,Börönte Autószerviz,Börönte Autószerviz Kft,6000,Kecskemét,Belsõ-Szegedi út 18.,,,,,,0,,,,11025289203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,,,,,
5537,100445,BRAVO Kereskedelmi K,BRAVO Kereskedelmi Kft,6100,Kiskunfélegyháza,Szegedi út 89,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,100446,Brecska Lászlón,Brecska Lászlón,6440,Jánoshalma,krt u. 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,100447,Brenner Barbara,Brenner Barbara,6326,Harta,Arany J. u.37,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,100448,Brenner Dóra,Brenner Dóra,6326,Harta,Arany J.u.38.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,100449,Brenner Márton,Brenner Márton,6326,Harta,Arany J.u.38.,78/408-084,20/56-55-367,,,,0,,1091,,78644656123,,,,,0,,,,,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5542,100450,Zsinka József,Zsinka József,6328,Dunapataj,Kossuth u.41.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5543,100451,Brindzik Béla,Brindzik Béla,2765,Farmos,Jászberényi u.10,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,100452,Bar-Mar Italia Kft.,Bar-Mar Italia Kft. NE HASZNÁLD!,6050,Lajosmizse,"Alsólajos,Külterület 212.",30/282-2825  ,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5545,100453,Bross Bt,Bross Bt,6000,Kecskemét,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,100454,Brot Kft.,Brot Kft.,7144,Decs,Váci M.ltp.17.,20/95-57-131,74/496-960,,,,0,Nagy János 20/95-57-131,,,10707007217,,,,,0,,,,,,0,,,,,,,5,2,,,,,05,02,,,Rádiótelefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5547,100455,BS 52 Kft,BS 52 Kft,6000,Kecskemét,Mindszenti krt. 28/B,,,,,,0,,,,10731950203,,,,,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5548,100456,Bútorbolt,Bútorbolt,6100,Kiskunfélegyháza,Március 15.u. 3-5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,100457,B-Tüker Kft,B-Tüker Kft,6000,Kecskemét,Fels?komárnok u.2/A,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,100458,Buck Sándor,Buck Sándor,5100,Jászberény,Kossuth u.60,57/504-710,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5551,100459,Budafesték Kft,Budafesték Kft,6000,Kecskemét,Izsáki ut2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,100460,Budai Antal,Budai Antal,2344,Dömsöd,Vasút u. 21.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,100461,Budovics István,Budovics István,2941,Ács,Fõ u.72.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,100462,Bugaci Aranykalász K,Bugaci Aranykalász Kft,6114,Bugac,372-533,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,100463,Bugaci Aranykalász S,Bugaci Aranykalász Szövetkezet(nincs-zrt-re szla),6114,Bugac,Rózsa u.6.,76/372-644,76/372-587,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5556,100464,Bugaci Gazda Kft.,Bugaci Gazda Kft.,6114,Bugac,Rózsa u. 6.,76/372-706,30/515-1564,76/372-587,,,0,,,,10536913203,,,,,0,,,,Ferenci József,,0,,,,,,,,,2,,,,,,02,,,,Hivatali fax,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5557,100465,Bujdosó Boldizsárné,Bujdosó Boldizsárné,6000,Kecskemét,Ady E.u.9,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,100466,Bujdosó József,Bujdosó József,6050,Lajosmizse,Zrinyi u. 17,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,100467,Bujdosó Sándor,Bujdosó Sándor,5525,Füzesgyarmat,Kossutht.94,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,100468,Buki és Társa Kft,Buki és Társa Kft,6100,Kiskunfélegyháza,I.ker.126.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,100469,Burik Attila,Burik  Attila Vállalkozó,2370,Dabas,Bartók B.út 18,29/360-354,,,burika@freemail.hu,,0,,,,64428868233,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5562,100470,Burián István,Burián István,6090,Kunszentmiklós,Kecskeméti út 17/a,Nagy Mihály,,,,,0,,,,71279123123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,100471,Bútor Diszkont,Bútor Diszkont,6100,Kiskunfélegyháza,Izsáki ut 31,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,100472,Búz Albert,Búz Albert,2750,Nagykõrös,Alpári u.11.,53/351-467,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5565,100473,Búz Ambrus,Búz Ambrus,2750,Nagykõrös,Katona J.u.12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5566,100474,Búza Kerámia,Búza Kerámia,6000,Kecskemét,Mikszth K.krt.42.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,100475,Búzakalász Mg. Szöve,Búzakalász Mg. Szövetkezet,6066,Tiszaalpár,Alkotmány u. 50.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,100476,Buzder L. Mihály,Buzder Lantos Mihály,6640,Csongrád,Réti János u.18.,30/281-51-08,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5569,100477,Buzek Menyhért Mg. T,Buzek Menyhért ,2347,Bugyi,Borzaspuszta 2.,29/347-038,30/5-491-792,,,,0,,,,73513618233,,,,,0,,,,,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5570,100478,Búzné Ábrahám Katali,Búzné Ábrahám Katalin,2750,Nagykõrös,Búvár u. 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,100479,Bûdi János,Bûdi János,6000,Kecskemét,Semmelweis u.28.,20/967-2704,,,,,0,,,,79636401123,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5572,100480,Cabernet Szövetkezet,Cabernet Szövetkezet,7030,Paks,Bástya u.17.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,100481,Cakó Kft.,Cakó Kft.,2764,Tápióbicske,Rákóczi t 107.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,100482,Cé Sándorné,Cé Sándorné,6090,Kunszentmiklós,Közmalom u.12,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,100483,Ceglédi Siri Bt,Ceglédi Siri Bt.,2700,Cegléd,Kasza u.18.,20/9-286-078,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5576,100484,C-ENTER Szolg.Iroda,C-ENTER Szolg.Iroda,6100,Kiskunfélegyháza,Zrínyiu.9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,100485,Centrum Áruházak Rt,Centrum Áruházak Rt,6000,Kecskemét,Nagykõrösi út 2,76-507-508,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,1,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5578,100486,Cézár Anita,Cézár Anita,7030,Paks, Domb u.77.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13237,100487,Érsekcsanádi Mezõg,Érsekcsanádi Mezõgazdasági Szövetkezet,6347,Érsekcsanád,Dózsa Gy. u. 144.,79/366-144,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5580,100488,Champion Kft,Champion Kft,6000,Kecskemét,Rákóczi út.26.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,100489,Charon Kishajzsi Bt,Charon Kishajzsi Bt,7030,Paks,Deák F.15.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,100490,Chem-ker Bt.,Chem-ker Bt.,7696,Hidas,Bajcsy Zs. u. 4. 77/4,06-74/456-046,06-30/95-65-832,,,,0,,,,,,,,,0,,,,Szemán András,,0,,,,,,,3,5,,,,,03,05,,,Otthoni telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5583,100491,CHEMO Termel Ker.s S,CHEMO Termel Ker.s Szolg.Bt,6000,Kecskemét,István Királykrt.4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,100492,Chemolab Finomvegysz,Chemolab Finomvegyszer Kft,1135,Budapest,Csata u. 16,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,100493,Chemo-Lánc Kft.,Chemo-Lánc Kft.,3915,Tarcal,Szondi Ltp.3/3,30/95-80-927,47/380-015,,,,0,,,,,,,,,0,,,,Lánci Sándor,,0,,,,,,,5,1,,,,,05,01,,,Rádiótelefon,Hivatali telefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5586,100494,Chemol-Fert. Ker. Kf,Chemol-Fert. Ker. Kft.,1133,Budapest,XIII. Pannónia u. 62/a.,1/320-0294,1/320-0294,30/9-523-884,,,0,,,,,,,,,0,,,,Gonda József 30/9-523-884,,0,,,,,,,1,2,5,,,,01,02,05,,Hivatali telefon,Hivatali fax,Rádiótelefon,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5587,100495,Chemol-Ker Kft.,Chemol-Ker Kft.,2750,Nagykõrös,Baracsi u. 3.,Tel/fax 53/355-818,30-9457911,Barna András,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,100496,Chjaviza Kft.,Chjaviza Mezõgazdasági Kft.,6067,Tiszaalpár,Borsihalmi körzet tanya 23,06-30/384-0513,76/424-734,06-30/93-85-367,Chjaviza@microsystem.hu,,0,,,,12051340203,,,,,0,,,csak elõre utalás,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5589,100497,Cipker '96 Kft,Cipker '96 Kft,1142,Budapest,Szõnyi u. 23/b.,1/450-1967,1/451-0047,,,,0,,,,12101782242,,,,,0,,,,,,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5590,100498,Cirkos László,Cirkos László,6077,Orgovány,Nyár u.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,100499,Classic Kft Építõany,Classic Kft Építõanyag áruház,6000,Kecskemét,Bajnok u.15.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,100500,Clinicum Kft Dr.Ladá,Clinicum Kft Dr.Ladányi Ágnes,6000,Kecskemét,Tavaszmezõ u. 52,0620/41-19-828,,,,,0,,,,11420426203,,,,,0,,,,,,0,,,,,,,1,,,,1,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5593,100501,Co-co Car Kft,Co-co Car Kft,6100,Kiskunfélegyháza,III.ker.165/B,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,100502,Computer-Budai Kft,Computer-Budai Kft,6000,Kecskemét,Horvath Döme krt.10,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,100503,Kurucsai Sándor,Kurucsai Sándor,6646,Tömörkény,Ságvári u.30.,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5596,100504,Country Tours Bt,Country Tours Bt,2750,Nagykõrös,Széchenyi Tér 2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,100505,Credit-Line Kft,Credit-Line Kft,6100,Kiskunfélegyháza,Rigó u.10.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,100506,Crier Publications K,Crier Publications Kft,1146,Budapest,Hermina t 57-59.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,100507,Csaba Istvánné,Csaba Istvánné,6045,Ladánybene,Batthyány u.35.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,100508,Csabatáj Mg.Szöv.,Csabatáj Mezõgazdasági Szövetlkezet,5600,Békéscsaba,Berényi út 103,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,100509,Csáki Lajos,Csáki Lajos,6100,Kiskunfélegyháza,Szendrei J.u.46.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,100510,Csáki László,Csáki László,2347,Bugyi,ju.41,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,100511,Csáki László,Csáki László,6115,Kunszállás,Szegfû u. 35,76/430-350,70/2531805,,,,0,,,,75796637123,,,,,0,,,,,,0,,,,,,1600470,3,,,,,,03,,,,Otthoni telefon,,,,,,,,,,,,,,,,,,
5604,100512,Csáki Pál,Csáki Pál István,6116,Fülöpjakab,Templom u.6.,06-30/305-28-20,,,,,0,,,,71339454223,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5605,100513,Csáki Pál Istvánné,Csáki Pál Istvánné,6116,Fülöpjakab,Templom u. 6.,,,,,,0,,,,75838979123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,100514,Csákné Wendler Mária,Csákné Wendler Mária,6430,Bácsalmás,Szt.János u.18.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,100515,Csala Imre Bírósági ,Csala Imre Bírósági Végrehajtó,6000,Kecskemét,Kõhíd u.28.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,100516,Csanádfa Kft,Csanádfa Kft,6000,Kecskemét,Zöldfa u.15,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,100517,Csanádi Bálint,Csanádi Bálint,6237,Kecel,Katona J.u.2/2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,100518,Csanádi Ker.és Szolg,Csanádi Ker.és Szolg.Bt,5200,Törökszentmiklós,Kossuth u. 277.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,100519,Csanádi Mihály,Csanádi Mihály,6237,Kecel,Katona J.u.2/2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,100520,Csanyi-Agrár Kft.,Csanyi-Agrár Kft.,6647,Csanytelek,Móricz Zs u. 2.,30/371-7273,63/478-619,63/478-166,,,0,,,,11797472206,,,,,0,,,30/3951185,Jéri Ferenc,,0,,,,,,,5,1,2,5,,,05,01,02,05,Rádiótelefon,Hivatali telefon,Hivatali fax,Rádiótelefon,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5613,100521,Csányi István,Csányi István,6760,Kistelek,Bercsényi u. 103,30-2193858,,,,,0,,,,76057423126,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,100522,Galló Zsolt,Galló Zsolt ,6100,Kiskunfélegyháza,III. körz. tanya 187/A,76/712 - 376 ,20/208-95-14,,,,0,,,,65543476123,,,,,0,Kovács,",",,,,0,,,,,,,1,5,,,1,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5615,100523,Császár Zita,Császár Zita,2347,Bugyi,Erdõszék u.4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,100524,Csatri Lajosné,Csatri Lajosné,5310,Kisújszállás,Móricz Zs. u. 3/b.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,100525,Csavaros Kötõelem Kf,Csavaros Kötõelem Kft,6044,Kecskemét,Alkotmány u. 2,,,,,,0,,,,11377500203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5618,100526,Csavarker  Ker. Kft,Csavarker Kereskedelmi Kft,6100,Kiskunfélegyháza,Szentesi út 10.,76/467-179,,,,,0,,,,13560810206,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,100527,Cseh István,Cseh István,6775,Kiszombor,Szegedi út 71.,62/297-020,30/273-4062,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5620,100528,Cseh József,Cseh József,2712,Nyársapát,Táncsics M. u. 12.,30/63-53-192,,,,,0,,,,77617484133,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5621,100529,Cseh Sándor ,Cseh Sándor ,3271,Visonta,Alkotmány út 38.,37/360-714,30/290-8326,,sazo@t-online.hu,,0,,,,48051592230,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5622,100530,Csehi József,Csehi József,6090,Kunszentmiklós,Virág G.u.8/a,20/499-7580,70/202-7144,,,,0,,1091,,75729857223,,,,,0,,,,Csehi József,,0,,,,,,,5,5,,,,,05,05,,,Rádiótelefon,Rádiótelefon,,,311,Belföldi követelések,3,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
13238,100531,Vajas Agrogép Kft.,Vajas Agrogép Kft.,6353,Dusnok,Izsák Puszta 2.,30/6-636-019 ,30/9-383-831,,jani.vincze@gmail.com,,0,Antunitcs Gábor növényvédõ mérnök 30/663-6019,,,11028440203,,,,,0,,,,Vincze János 30/2053-383,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5624,100532,Cseke Antalné,Cseke Antalné,6430,Bácsalmás,Dob u. 10.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,100533,Cseke Gyula,Cseke Gyula,2941,Ács,Ady u.33.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,100534,Cseke József Mûszaki,Cseke József Mûszaki Ker.,6120,Kiskunmajsa,Páva u.1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,100535,Csenki József,Csenki József,6100,Kiskunfélegyháza,Nádasdi u.19.,70/459-6538,,,,,0,,,,75728399123,,,,,0,,,,,,0,,,,,,1548862,3,,,,,,03,,,,Otthoni telefon,,,,,,,,,,,,,,,,,,
5628,100536,Csepregi Judit,Csepregi Judit,7030,Paks,Bstya t 19.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,100537,Csepregi László,Csepregi László,6646,Tömörkény,Ifjúság u. 3/C,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
